review,sentiment,tagalog
But this movie is definitely a below average rent.,0,Ngunit sa pelikulang ito ay tiyak na isang mas mababa sa average rentahan.
"""You'll love it!",1,"""Magugustuhan mo ito!"
This movie is BAD.,0,Ang pelikula na ito ay BAD.
So bad.,0,Kaya masama.
The film is way too long.,0,Ang pelikula ay paraan masyadong mahaba.
This is definitely one of the bad ones.,0,Ito ay tiyak ang isa sa mga masamang mga bago.
The movie I received was a great quality film for it's age.,1,Ang pelikula na natanggap ko ay isang mahusay na kalidad ng film para sa mga ito ng edad.
John Wayne did an incredible job for being so young in the movie industry.,1,John Wayne ginawa ng isang hindi kapani-paniwala trabaho para sa pagiging kaya kabataan sa industriya ng pelikula.
His on screen presence shined thought even though there were other senior actors on the screen with him.,1,Ang kanyang on screen presence shined naisip kahit na mayroong iba pang mga senior actor sa screen sa kanya.
I think that it is a must see older John Wayne film.,1,Sa tingin ko na ito ay isang ay dapat makita ang mas lumang John Wayne film.
I really don't see how anyone could enjoy this movie.,0,Ko talagang hindi makita kung paano kahit sino ay maaaring masiyahan ang pelikula.
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.,0,Hindi sa tingin ko kailanman ko na nakita ng isang pelikula kalahati ng pagbubutas bilang self-indulgent piraso ng junk.
"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.",0,"Ito marahil ay maaaring naging mas mahusay na kung ang director ay hindi na ginugol ang karamihan ng mga pelikula ng pagpapakita ng kanyang sariling likhang sining, na kung saan talaga ay hindi na kapansin-pansin."
"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.",0,"Ang isa pang bagay na ako ay hindi tunay tulad ay kapag ang isang karakter Kaka-punched sa mukha, isang galon ng dugo ang suka balik sa lalong madaling panahon pagkatapos."
Jamie Foxx absolutely IS Ray Charles.,1,Jamie Foxx ganap IS Ray Charles.
His performance is simply genius.,1,Ang kanyang pagganap ay simpleng henyo.
"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.",1,"Siya nagmamay-ari ng pelikula, tulad ng Spacek pag-aari ""Coal Miner ng anak na babae"" at Quaid-aari ""Great Balls of Fire."
""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.",1,"""Sa katunayan, ito ay mahirap na tandaan na ang bahagi ng Ray Charles ay kumilos, at hindi nag-play sa pamamagitan ng mga tao ang kanyang sarili."
Ray Charles is legendary.,1,Ray Charles ay maalamat.
"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.",1,"Ray Charles 'buhay na ibinigay ng mahusay na byograpiko materyal para sa pelikula, na kung saan napupunta rin lampas sa pagiging lamang ng isa pang pelikula tungkol sa isang musikero."
Hitchcock is a great director.,1,Hitchcock ay isang mahusay na director.
Ironically I mostly find his films a total waste of time to watch.,0,Balintuna ako halos makita ang kanyang pelikula sa isang kabuuang basura ng oras upang panoorin.
"Secondly, Hitchcock pretty much perfected the thriller and chase movie.",1,"Pangalawa, Hitchcock halos perfected ang thriller at habulin ng pelikula."
It's this pandering to the audience that sabotages most of his films.,0,Ito ay ito pandering sa madla na sabotages sa karamihan ng kanyang mga pelikula.
Hence the whole story lacks a certain energy.,0,Kaya ang buong kuwento ay kulang ng isang tiyak na enerhiya.
"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.",0,"Isang lagay ng lupa lang rumbles sa tulad ng isang machine, desperately depende sa ang karagdagan ng bagong mga eksena."
There are the usual Hitchcock logic flaws.,0,May mga karaniwang mga Hitchcock logic flaws.
Mishima is extremely uninteresting.,0,Mishima ay lubhang kawili-wili.
"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.",0,"Ito ay isang maginaw, unremarkable pelikula tungkol sa isang may-akda na living / nagtatrabaho sa isang maginaw abstruse kultura."
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.,0,Ang flat pagsasadula huwag i-hold ang iyong pansin dahil ang mga ito emosyonal adrift at maarte.
"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.",0,"At ang magpahinga ng ito makatarungan sits diyan sa pagiging kahindik-hindik na ... na may mga sundalo pagkanta kanta tungkol sa masculinity nangako sila sa, mabusisi tungkol kadalisayan, ang paghanga ng mga espada, at iba pa"
"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.",0,"Maaari niyang nanganak sa inyo, at inyong patayin ang momentum ng isang pelikula, mas mabilis kaysa sa kaninuman."
"Schrader has made a resume full of lousy, amateurish films.",0,"Schrader ay gumawa ng isang resume na puno ng mga pangit, baguhan films."
"When I first watched this movie, in the 80s, I loved it.",1,"Kapag ako unang napanood ang pelikulang ito, sa 80s, mahal ko ito."
"I was totally fascinated by the music, the dancing... everything.",1,"Ako ay lubos na nabighani sa pamamagitan ng musika, ang mga dancing ... lahat ng bagay."
"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.",0,"Gayunman, kamakailan ko na pinapanood ang buong bagay muli sa DVD, at ganap na ako ay struck sa pamamagitan ng kung gaano lubos na bobo ang storyline ay - kung paano ito na nakapaloob butas, hindi pagkakapare-pareho at - nang tapat - isang buong pulutong ng mga crap - at kung paano kasindak-sindak ang sayawan ay."
"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.",0,"Ibig kong sabihin, sa isang makatotohanang mundo, siya ay HINDI ay may gotten sa na ballet repertoryo ... Ang buong bagay ay medyo kalunus-lunos."
The character developments also lacked in depth.,0,Ang karakter developments din lacked sa depth.
"Woa, talk about awful.",0,"Woa, talk tungkol sa kahindik-hindik na."
Do not waste your time.,0,Huwag mag-aksaya ang iyong oras.
It was just too horrible.,0,Ito ay lamang masyadong kakila-kilabot.
"The worst, sappiest dialogue... I could go on and on.",0,"Mahusay ang pagganap, sappiest dialogue ... Kaya kong pumunta sa at sa."
But what really made it unwatchable was the direction.,0,Ngunit ano ang tunay na ginawa ito unwatchable ay ang direksyon.
The poor actors.,0,Ang mahihirap na aktor.
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.,0,kahit hindi mo masasabi kung mayroon silang anumang mga talento dahil sila ay hindi lamang magkaroon ng kalunus-lunos na mga linya upang makipag-usap ngunit ang director nagbigay sa kanila walang aksyon.
If you check the director's filmography on this site you will see why this film didn't have a chance.,0,Kung tingnan mo ang filmography ng direktor sa site na ito ay mong makita kung bakit ito film ay hindi magkaroon ng isang pagkakataon.
This would not even be good as a made for TV flick.,0,Ito ay hindi kahit na maging mabuti bilang na ginawa para sa TV kisap-mata.
"If good intentions made a film great, then this film might be one of the greatest films ever made.",1,"Kung mabuting intensyon na ginawa sa isang film mahusay, at pagkatapos ay ang pelikula na ito ay maaaring maging isa sa mga pinakadakilang mga pelikula kailanman ginawa."
"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.",1,"Ang pelikula ay may mahusay na aktor, isang master director, isang makabuluhang tema - hindi bababa sa isang naghahangad na maging makabuluhang paksa, panloob na katangian ng lima-limampu existential mundo-kapaguran, aerial eksena niyaon ay hindi nararapat na nanginginig parehong pandama at imahinasyon, at mga character tungkol sa kung aling maaaring isa malalim na mahalaga."
"Regrettably, the film fails.",0,"Regrettably, ang pelikula ay nabigo."
"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.",0,"Ang pelikula ay kulang visual na interes, drama, pagpapahayag ng damdamin, at pagdiriwang ng napaka-patriyotismo na underlines ang salaysay."
No actress has been worse used that June Allison in this movie.,0,Walang artistang babae ay mas masahol pa ginagamit na Hunyo Allison sa pelikulang ito.
"Yet, I enjoy watching it.",1,"Ngunit, enjoy ako sa panonood ng mga ito."
"Unfortunately, this is a bad movie that is just plain bad.",0,"Sa kasamaang palad, ito ay isang masamang pelikula na lamang payak na masama."
"Bad script, bad direction and horrible acting make this one plain bad!",0,"Bad script, masamang direksyon at kakila-kilabot na kumikilos gawin ang isa plain masamang!"
The dialogue sucked.,0,dialogue ng sinipsip.
The cinematography-if it can be called that-sucked.,0,cinematography-kung ang maaari itong tinatawag na-sinipsip.
The soundtrack sucked.,0,soundtrack ng sinipsip.
The acting sucked.,0,Kumikilos sinipsip.
The concert sequences just sucked.,0,Ang pagkakasunud-sunod concert lang sinipsip.
That was nice.,1,Iyon ay nice.
That was funny.,1,Nakakatawa yun.
It was so funny.,1,Ito ay kaya funny.
"Overall, this movie was cheap trash.",0,"Sa pangkalahatan, ang pelikulang ito ay cheap basura."
"But this movie is not funny, considering the ridiculousness of it.",0,"Ngunit sa pelikulang ito ay hindi nakakatawa, isinasaalang-alang ang ridiculousness ng mga ito."
I came out of it feeling angry.,0,Ako ay dumating sa labas ng ito pakiramdam galit.
"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.",1,"*** SPOILERS *** Anuman ang iba lata (o maaari hindi) ay nagsabi tungkol dito, SURFACE ay superbly crafted."
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.,1,cinematography ay lamang napakaganda (na sabihin ang hindi bababa sa) at ang fx ay wala kung hindi state-of-the-art.
"Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).",1,"Conceptually, ang palabas ay nag-aalok ng kaunting everything- at para sa halos lahat ng tao (magulang, mga bata, pantasya at / o fx tagahanga)."
"And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.",1,"At doon ay hindi isang solong maasim tandaan sinaktan kumikilos-matalino, alinman; ang ilang mga nakakagulat na solid cast, dito."
"All things considered, a job very well done.",1,"Kung tutuusin, isang trabaho masyadong magaling."
Thanks good a movie like this was done and released.,1,Salamat mabuti ang isang pelikula tulad ng ito ay tapos na at pinakawalan.
"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.",1,"Isa sa mga pinakamahusay na Mexican pelikula kailanman !, at isa sa mga mas naiintindihan, kahit na sa pamamagitan ng Mexican ang kanilang mga sarili, gaano man nakilala ang dapat ay may nadama sa mga ito."
"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.",1,"Ito ranks mataas na bilang mahusay na noir-crime-drama, hindi kapani-paniwala performances sa pamamagitan Belmondo at Lino Ventura."
"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.",1,"Ang atensiyon na ibinibigay sa bawat karakter, at kumplikadong sikolohikal na portrayals, na nagdedetalye ng katapatan, pagtataksil, pag-ibig, at pag-asa, ang mga kamangha-mangha."
"It is an excellent drama, an excellent thriller, and an excellent film.",1,"Ito ay isang mahusay na drama, isang mahusay na thriller, at isang mahusay na pelikula."
Up there with the best of Melville.,1,Hanggang doon na may ang pinakamahusay na ng Melville.
